frames,episode,reward,loss,epsilon
1374000,738,20.2,0.000356713,0.01
1375000,738,20.2,0.000140333,0.01
1376000,739,20,0.000292383,0.01
1377000,739,20,9.30E-05,0.01
1378000,740,20,6.42E-05,0.01
1379000,740,20,5.93E-05,0.01
1380000,741,20,0.000112815,0.01
1381000,741,20,7.60E-05,0.01
1382000,742,20.1,0.000310928,0.01
1383000,742,20.1,9.97E-05,0.01
1384000,743,20,0.00015571,0.01
1385000,743,20,5.65E-05,0.01
1386000,744,19.9,0.000176461,0.01
1387000,744,19.9,8.11E-05,0.01
1388000,745,19.9,5.81E-05,0.01
1389000,745,19.9,7.76E-05,0.01
1390000,746,19.9,0.000122717,0.01
1391000,746,19.9,0.000188937,0.01
1392000,747,20.2,6.65E-05,0.01
1393000,748,20.2,8.65E-05,0.01
1394000,748,20.2,0.004834874,0.01
1395000,748,20.2,0.000111858,0.01
1396000,749,20.1,8.53E-05,0.01
1397000,749,20.1,0.000212551,0.01
1398000,750,20.1,0.000708273,0.01
1399000,750,20.1,0.000141673,0.01
1400000,751,20.2,0.000133979,0.01
1401000,751,20.2,0.000148951,0.01
1402000,752,19.6,0.000255582,0.01
1403000,752,19.6,0.000187369,0.01
1404000,752,19.6,0.000108592,0.01
1405000,753,18.8,0.000234031,0.01
1406000,753,18.8,0.000190097,0.01
1407000,754,18.8,9.98E-05,0.01
1408000,754,18.8,0.000178373,0.01
1409000,755,18.8,0.000128655,0.01
1410000,755,18.8,0.000124747,0.01
1411000,756,18.8,0.000138845,0.01
1412000,756,18.8,0.000172062,0.01
1413000,757,18.8,8.90E-05,0.01
1414000,757,18.8,0.000308184,0.01
1415000,757,18.8,0.000381699,0.01
1416000,758,17.9,0.000548176,0.01
1417000,758,17.9,0.000336123,0.01
1418000,759,17.7,0.000213145,0.01
1419000,759,17.7,0.000133986,0.01
1420000,760,17.8,0.000139809,0.01
1421000,760,17.8,0.000172522,0.01
1422000,761,17.4,0.000887074,0.01
1423000,761,17.4,0.000600896,0.01
1424000,762,17.8,0.000232116,0.01
1425000,762,17.8,8.26E-05,0.01
1426000,762,17.8,0.000568815,0.01
1427000,763,17.7,0.000100541,0.01
1428000,764,17.7,0.000145815,0.01
1429000,764,17.7,0.00052431,0.01
1430000,764,17.7,0.000109426,0.01
1431000,765,17.3,6.31E-05,0.01
1432000,765,17.3,0.00013469,0.01
1433000,766,16.9,0.000104074,0.01
1434000,766,16.9,0.000220419,0.01
1435000,767,16.9,0.000109281,0.01
1436000,768,17.8,9.26E-05,0.01
1437000,768,17.8,7.90E-05,0.01
1438000,769,18.3,3.65E-05,0.01
1439000,769,18.3,9.49E-05,0.01
1440000,770,18.2,9.43E-05,0.01
1441000,770,18.2,0.000131745,0.01
1442000,771,18.3,0.000132517,0.01
1443000,771,18.3,0.000106622,0.01
1444000,772,18.3,0.000244363,0.01
1445000,772,18.3,0.000133308,0.01
1446000,773,18.8,0.000107629,0.01
1447000,773,18.8,0.000131439,0.01
1448000,774,18.9,6.82E-05,0.01
1449000,775,19.3,6.36E-05,0.01
1450000,775,19.3,0.000261846,0.01
1451000,775,19.3,0.000180001,0.01
1452000,776,19.4,0.000254419,0.01
1453000,776,19.4,0.000206399,0.01
1454000,777,19.1,0.000155087,0.01
1455000,778,19,0.000150221,0.01
1456000,778,19,0.000103282,0.01
1457000,779,18.7,0.00014452,0.01
1458000,779,18.7,0.00018149,0.01
1459000,780,18.8,0.000239028,0.01
1460000,780,18.8,0.000323338,0.01
1461000,781,18.1,9.42E-05,0.01
1462000,781,18.1,0.000111264,0.01
1463000,782,18.1,0.001274049,0.01
1464000,782,18.1,0.000164337,0.01
1465000,783,18.5,0.000416024,0.01
1466000,783,18.5,0.000124783,0.01
1467000,784,18.4,0.000223289,0.01
1468000,784,18.4,0.000145471,0.01
1469000,785,18.2,0.000148481,0.01
1470000,785,18.2,8.49E-05,0.01
1471000,786,18.4,9.05E-05,0.01
1472000,786,18.4,0.000161442,0.01
1473000,787,18.6,0.00011257,0.01
1474000,787,18.6,0.002023168,0.01
1475000,788,18.6,0.000298539,0.01
1476000,788,18.6,0.0001909,0.01
1477000,789,18.7,0.000205442,0.01
1478000,789,18.7,0.000125227,0.01
1479000,790,18.7,0.000100047,0.01
1480000,790,18.7,0.000227946,0.01
1481000,791,19.4,0.000194895,0.01
1482000,792,19.5,9.75E-05,0.01
1483000,792,19.5,0.000236206,0.01
1484000,793,19.6,0.000136088,0.01
1485000,793,19.6,9.94E-05,0.01
1486000,794,19.4,0.00011911,0.01
1487000,794,19.4,7.71E-05,0.01
1488000,795,19.6,0.000219434,0.01
1489000,795,19.6,0.000152589,0.01
1490000,796,19.5,8.83E-05,0.01
1491000,796,19.5,0.000100398,0.01
1492000,797,19.5,0.000386083,0.01
1493000,797,19.5,0.000201129,0.01
1494000,798,19.5,0.001587937,0.01
1495000,799,19.7,0.000179145,0.01
1496000,799,19.7,0.000214733,0.01
1497000,800,19.8,0.003768982,0.01
1498000,800,19.8,0.000182545,0.01
1499000,801,19.8,0.000148162,0.01
